title,description,location,start,end,url,uid,category,last_modified,created,source_ics,source_page
Halloween at OWA,"Find frightful fun in Downtown OWA for a Halloween season full of candy, costumes, and more! Starting October 11th, join us on Saturdays and Sundays as Downtown OWA transforms into a spooktacular destination filled with thrilling events for all ages.



From an ALL-NEW Drone Show at HalGLOWeen to four-legged fun at Howl-O-Ween, there's something new to experience each week! Kids can enjoy trick-or-treating on select dates, while families and friends can gather for events like Monster Bash and Island BOOvie Nights.



Check out all the details: https://visitowa.com/halloween-at-owa/.



Save the dates below for a Halloween celebration that will leave you screaming for more!

 

Schedule of Events

Saturday, October 11th

	2:00pm-8:00pm:
	
		Howl-o-ween | Check out the details here: https://visitowa.com/halloween-at-owa/.
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
	
	
	4:00pm-7:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA

Sunday, October 12th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Halloweentown

Saturday, October 18th


	2:00pm-6:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Live DJ music at the Splashpad
	
	
	2:00pm-9:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA
	6:00pm-9:00pm: HalGLOWeen & Drone Show in Downtown OWA | Check out the details here: https://visitowa.com/halgloween-drone-show/.

Sunday, October 19th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Hocus Pocus

Saturday, October 25th | Trick-or-Treating


	11:00 am-9:00 pm: Monster Bash in Downtown OWA | Check out the details here: https://visitowa.com/monster-bash/.
	1:00pm-9:00pm: Kids Activities:
	
		DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
		Ghost Hunt at the Waffles R Wild Alcove
		Witch Hat Ring Toss at the Native Treasures Alcove
	
	
	4:00pm-7:00pm:
	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	

Sunday, October 26th | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Creative Cruiser Pumpkin Decorating at the Splashpad
		
		
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Double Double Toil and Trouble

Thursday, October 31st | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Natie Treasures Alcove
		
		
		Live DJ music at the Splashpad
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA",Downtown OWA,2025-10-19,2025-10-20,https://business.perdidochamber.com/events/details/halloween-at-owa-10-19-2025-39475,e.2644.39475,,,,https://business.perdidochamber.com/events/ical/halloween-at-owa-10-19-2025-39475.ics,https://business.perdidochamber.com/events/details/halloween-at-owa-10-19-2025-39475?calendarMonth=2025-10-01
Save Underdogs 9th Annual Golf Tournament,"The 9th Annual Save Underdogs golf tournament is October 20th, 2025 at Perdido Bay Golf Club.   Shotgun start at 11:00am.

$125 Per Player/ $500 Per Team   ENTRY FEE INCLUDES: 2 Mulligans, Breakfast Sandwiches, Green Fees, (1) Hole In One entry per player, Food & Beverages at most Holes, Cart Fees & Range Balls, Winners Baskets and the Tournament Winning Team Name added to the Winner Plaque, which is displayed at the Perdido Key Sports Bar & Restaurant.

The proceeds will allow us to continue to Rescue, Rehabilitate & Rehome. Visit WWW.SAVEUNDERDOGS.COM for information about our wonderful rescue group, dogs available for adoption or becoming a foster.","Perdido Bay Golf Club 1 Doug Ford Drive, Pensacola, FL 32507",2025-10-20,2025-10-21,https://business.perdidochamber.com/events/details/save-underdogs-9th-annual-golf-tournament-39412,e.2644.39412,,,,https://business.perdidochamber.com/events/ical/save-underdogs-9th-annual-golf-tournament-39412.ics,https://business.perdidochamber.com/events/details/save-underdogs-9th-annual-golf-tournament-39412?calendarMonth=2025-10-01
Music Bingo at Lillian's Pizza,"Kick off your weekend early with Music Bingo by Team Trivia every Monday at Lillian's Pizza! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!","Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",2025-10-21T00:00:00+00:00,2025-10-21T02:00:00+00:00,https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-10-20-2025-39366,e.2644.39366,,,,https://business.perdidochamber.com/events/ical/music-bingo-at-lillian-s-pizza-10-20-2025-39366.ics,https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-10-20-2025-39366?calendarMonth=2025-10-01
Team Trivia at Perdido Key Sports Bar,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Tuesday at Perdido Key Sports Bar! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!","Perdido Key Sports Bar & Restaurant 13583 Perdido Key Drive, Pensacola 32507",2025-10-22T00:00:00+00:00,2025-10-22T02:00:00+00:00,https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-10-21-2025-39124,e.2644.39124,,,,https://business.perdidochamber.com/events/ical/team-trivia-at-perdido-key-sports-bar-10-21-2025-39124.ics,https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-10-21-2025-39124?calendarMonth=2025-10-01
Business Development Committee,"The Business Development Committee works in partnership with our local leadership, public entities, and nonprofits to support the community as a whole. This group advocates for the vitality of the local business, focuses on preserving the quality of life, and campaigns for safety on the Key in order to promote community development and provide an environment where business can thrive.



Chair - Allen Bizzell - Holiday Harbor Marina & Sunset Grille

Staff contact:  Tammy Thurow","PKACC 15500 Perdido Key Dr. Pensacola, FL 32507",2025-10-22T13:30:00+00:00,2025-10-22T14:30:00+00:00,https://business.perdidochamber.com/events/details/business-development-committee-10-15-2025-34279,e.2644.34279,,,,https://business.perdidochamber.com/events/ical/business-development-committee-10-15-2025-34279.ics,https://business.perdidochamber.com/events/details/business-development-committee-10-15-2025-34279?calendarMonth=2025-10-01
"Florida SBDC at UWF Presents ""A Roadmap to Small Business Funding""","Join us for ""A Roadmap to Small Business Funding"" and take the first step towards securing the financial foundation your business needs to thrive. Whether you're a seasoned entrepreneur or just starting your journey, this workshop provides actionable insights that will propel your business towards success. Don't miss this opportunity to map out your path to small business funding excellence!

Featured Speakers:

Kelly Massey, Florida SBDC at UWF

Marsha Asbury-Turner, First Capital Finance & Florida First Capital Finance Corporation

Lyndsey Blanks, Hancock Whitney

Please note, this is a virtual event. We'll see you online!","Please note, this is a virtual event. We'll see you online!",2025-10-22T14:00:00+00:00,2025-10-22T15:00:00+00:00,https://business.perdidochamber.com/events/details/florida-sbdc-at-uwf-presents-a-roadmap-to-small-business-funding-10-22-2025-39465,e.2644.39465,,,,https://business.perdidochamber.com/events/ical/florida-sbdc-at-uwf-presents-a-roadmap-to-small-business-funding-10-22-2025-39465.ics,https://business.perdidochamber.com/events/details/florida-sbdc-at-uwf-presents-a-roadmap-to-small-business-funding-10-22-2025-39465?calendarMonth=2025-10-01
Team Trivia at Lillian's Pizza,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Wednesday at Lillian's Pizza! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!","Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",2025-10-23T00:00:00+00:00,2025-10-23T02:00:00+00:00,https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-10-22-2025-39388,e.2644.39388,,,,https://business.perdidochamber.com/events/ical/team-trivia-at-lillian-s-pizza-10-22-2025-39388.ics,https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-10-22-2025-39388?calendarMonth=2025-10-01
2025 October Networking Luncheon,"Join the Perdido Key Area Chamber of Commerce for a Networking Lunch

 
Join us as a Chamber member or a prospective member to network with business professionals in the Perdido Key Area.  Make sure to bring plenty of business cards.  Each attendee will have an opportunity to introduce themselves and give a brief statement about their business. Each month an attendee will be drawn to speak for extended time about their business at our next event. 



This month's luncheon will be held at: 

The Crab Trap

16495 Perdido Key Drive



This month's speaker:

Celeste Bell, Independent MaryKay Sales Director



The lunch is free to attend however, each person will be responsible for the payment of their own meal. 



Registration is required. Please be courteous and use the RSVP button to register so our host venue can plan accordingly. If you do not register before the event and walk up, you are not guaranteed a seat at the event.",The Crab Trap 16495 Perdido Key Drive,2025-10-23T16:30:00+00:00,2025-10-23T18:00:00+00:00,https://business.perdidochamber.com/events/details/2025-october-networking-luncheon-39460,e.2644.39460,,,,https://business.perdidochamber.com/events/ical/2025-october-networking-luncheon-39460.ics,https://business.perdidochamber.com/events/details/2025-october-networking-luncheon-39460?calendarMonth=2025-10-01
Trick or Dink Open Play,"Get ready for a spooktacular time at Trick or Dink Open Play at Pickleball at OWA! Come celebrate the season with us every Thursday in October from 1:00 to 5:00 PM. Non-members play for $7, and members play free! Grab your BONES (paddles) and bring your ghostly crew for an afternoon of friendly competition. It's the perfect way to enjoy the season!



Check out all the details and register here: https://visitowa.com/entertainment/.",Pickleball at OWA,2025-10-23T18:00:00+00:00,2025-10-23T22:00:00+00:00,https://business.perdidochamber.com/events/details/trick-or-dink-open-play-10-23-2025-39469,e.2644.39469,,,,https://business.perdidochamber.com/events/ical/trick-or-dink-open-play-10-23-2025-39469.ics,https://business.perdidochamber.com/events/details/trick-or-dink-open-play-10-23-2025-39469?calendarMonth=2025-10-01
Buzz Runners,"All are welcome, no matter your pace! Whether you're a speedy sprinter, steady jogger, or happy walker, this is the perfect way to get outside, meet new friends, and kick off your evening right.

 

Join us for a relaxed 5K run/walk, then stick around for good vibes, cold drinks, and $1 off pints after the run!",Beach Buzz 12700 Gulf Beach Highway,2025-10-23T22:30:00+00:00,2025-10-23T23:30:00+00:00,https://business.perdidochamber.com/events/details/buzz-runners-10-23-2025-39492,e.2644.39492,,,,https://business.perdidochamber.com/events/ical/buzz-runners-10-23-2025-39492.ics,https://business.perdidochamber.com/events/details/buzz-runners-10-23-2025-39492?calendarMonth=2025-10-01
Music Bingo at Perdido Key Sports Bar,"Kick off your weekend early with Music Bingo by Team Trivia every Thursday at Perdido Key Sports Bar! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",Perdido Key Sports Bar & Restaurant,2025-10-24T00:00:00+00:00,2025-10-24T02:00:00+00:00,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-10-23-2025-39345,e.2644.39345,,,,https://business.perdidochamber.com/events/ical/music-bingo-at-perdido-key-sports-bar-10-23-2025-39345.ics,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-10-23-2025-39345?calendarMonth=2025-10-01
"Florida SBDC at UWF Presents ""Google AI University""","Are you a small business owner looking to get ahead in the digital age? Artificial Intelligence (AI) is no longer just a futuristic concept it's a powerful tool that can streamline your operations, enhance customer engagement, and drive growth right now.

Join us for Google AI University, a special workshop designed specifically for small business owners, funded in part by Google, and delivered by an ASBDC AI certified trainer. This is your opportunity to understand the foundational concepts of AI and learn practical, actionable ways to implement it into your business today.

 

What You'll Learn:


	AI Explained: Get a clear, jargon-free overview of what AI is and how it's currently being used by businesses of all sizes.
	Practical Business Applications: Discover specific, accessible ways AI can immediately impact your daily operations, including:
	
		Saving Time on administrative tasks with AI-powered tools.
		Creating High-Quality Content (emails, social media posts, blog drafts) faster than ever before.
		Improving Customer Service and personalizing interactions.
		Analyzing Data to make smarter business decisions.
	
	
	Actionable Next Steps: Walk away with a clear roadmap for adopting AI responsibly and making your first smart AI investments.","Greater Pensacola Chamber of Commerce 418 W Garden St, CO:LAB Bldg, 4th flr Pensacola, FL 32501",2025-10-24T16:30:00+00:00,2025-10-24T18:00:00+00:00,https://business.perdidochamber.com/events/details/florida-sbdc-at-uwf-presents-google-ai-university-39462,e.2644.39462,,,,https://business.perdidochamber.com/events/ical/florida-sbdc-at-uwf-presents-google-ai-university-39462.ics,https://business.perdidochamber.com/events/details/florida-sbdc-at-uwf-presents-google-ai-university-39462?calendarMonth=2025-10-01
Halloween at OWA,"Find frightful fun in Downtown OWA for a Halloween season full of candy, costumes, and more! Starting October 11th, join us on Saturdays and Sundays as Downtown OWA transforms into a spooktacular destination filled with thrilling events for all ages.



From an ALL-NEW Drone Show at HalGLOWeen to four-legged fun at Howl-O-Ween, there's something new to experience each week! Kids can enjoy trick-or-treating on select dates, while families and friends can gather for events like Monster Bash and Island BOOvie Nights.



Check out all the details: https://visitowa.com/halloween-at-owa/.



Save the dates below for a Halloween celebration that will leave you screaming for more!

 

Schedule of Events

Saturday, October 11th

	2:00pm-8:00pm:
	
		Howl-o-ween | Check out the details here: https://visitowa.com/halloween-at-owa/.
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
	
	
	4:00pm-7:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA

Sunday, October 12th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Halloweentown

Saturday, October 18th


	2:00pm-6:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Live DJ music at the Splashpad
	
	
	2:00pm-9:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA
	6:00pm-9:00pm: HalGLOWeen & Drone Show in Downtown OWA | Check out the details here: https://visitowa.com/halgloween-drone-show/.

Sunday, October 19th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Hocus Pocus

Saturday, October 25th | Trick-or-Treating


	11:00 am-9:00 pm: Monster Bash in Downtown OWA | Check out the details here: https://visitowa.com/monster-bash/.
	1:00pm-9:00pm: Kids Activities:
	
		DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
		Ghost Hunt at the Waffles R Wild Alcove
		Witch Hat Ring Toss at the Native Treasures Alcove
	
	
	4:00pm-7:00pm:
	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	

Sunday, October 26th | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Creative Cruiser Pumpkin Decorating at the Splashpad
		
		
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Double Double Toil and Trouble

Thursday, October 31st | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Natie Treasures Alcove
		
		
		Live DJ music at the Splashpad
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA",Downtown OWA,2025-10-25,2025-10-26,https://business.perdidochamber.com/events/details/halloween-at-owa-10-25-2025-39476,e.2644.39476,,,,https://business.perdidochamber.com/events/ical/halloween-at-owa-10-25-2025-39476.ics,https://business.perdidochamber.com/events/details/halloween-at-owa-10-25-2025-39476?calendarMonth=2025-10-01
Sunset Grille Dog Walk 2025,"Bring your furry friend to Sunset Grille in Perdido Key, Florida for their Annual Dog Walk!

For a casual one-mile walk starting at Sunset Grille, walking down scenic Old River Road, and finishing at the dog park on River Road (along the Intracoastal Waterway).

After the walk, stick around for a pet costume contest, live festivities, and the perfect ending to the day watching the sunset from your table at the Grille.

100% of proceeds benefit Save Underdogs, a local Perdido Key rescue and adoption organization dedicated to helping dogs find loving homes.","Sunset Grille 14050 Canal A Way Drive, Pensacola, FL 32507",2025-10-25T20:00:00+00:00,2025-10-25T22:00:00+00:00,https://business.perdidochamber.com/events/details/sunset-grille-dog-walk-2025-39478,e.2644.39478,,,,https://business.perdidochamber.com/events/ical/sunset-grille-dog-walk-2025-39478.ics,https://business.perdidochamber.com/events/details/sunset-grille-dog-walk-2025-39478?calendarMonth=2025-10-01
Halloween at OWA,"Find frightful fun in Downtown OWA for a Halloween season full of candy, costumes, and more! Starting October 11th, join us on Saturdays and Sundays as Downtown OWA transforms into a spooktacular destination filled with thrilling events for all ages.



From an ALL-NEW Drone Show at HalGLOWeen to four-legged fun at Howl-O-Ween, there's something new to experience each week! Kids can enjoy trick-or-treating on select dates, while families and friends can gather for events like Monster Bash and Island BOOvie Nights.



Check out all the details: https://visitowa.com/halloween-at-owa/.



Save the dates below for a Halloween celebration that will leave you screaming for more!

 

Schedule of Events

Saturday, October 11th

	2:00pm-8:00pm:
	
		Howl-o-ween | Check out the details here: https://visitowa.com/halloween-at-owa/.
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
	
	
	4:00pm-7:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA

Sunday, October 12th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Halloweentown

Saturday, October 18th


	2:00pm-6:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Live DJ music at the Splashpad
	
	
	2:00pm-9:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA
	6:00pm-9:00pm: HalGLOWeen & Drone Show in Downtown OWA | Check out the details here: https://visitowa.com/halgloween-drone-show/.

Sunday, October 19th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Hocus Pocus

Saturday, October 25th | Trick-or-Treating


	11:00 am-9:00 pm: Monster Bash in Downtown OWA | Check out the details here: https://visitowa.com/monster-bash/.
	1:00pm-9:00pm: Kids Activities:
	
		DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
		Ghost Hunt at the Waffles R Wild Alcove
		Witch Hat Ring Toss at the Native Treasures Alcove
	
	
	4:00pm-7:00pm:
	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	

Sunday, October 26th | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Creative Cruiser Pumpkin Decorating at the Splashpad
		
		
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Double Double Toil and Trouble

Thursday, October 31st | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Natie Treasures Alcove
		
		
		Live DJ music at the Splashpad
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA",Downtown OWA,2025-10-26,2025-10-27,https://business.perdidochamber.com/events/details/halloween-at-owa-10-26-2025-39477,e.2644.39477,,,,https://business.perdidochamber.com/events/ical/halloween-at-owa-10-26-2025-39477.ics,https://business.perdidochamber.com/events/details/halloween-at-owa-10-26-2025-39477?calendarMonth=2025-10-01
5th Annual Perdido Key Witches & Werewolves Halloween Paddle Ride,"Save the Date, Spooky Paddlers! ?? ???? ??

The most exciting recreational community fundraising event on the Key is back!

Join us for the 5th Annual Witches & Werewolves Halloween Paddle Ride & Bar Crawl   a wickedly fun paddle route turned Halloween tradition in Perdido Key!

 


	When: Sunday, October 26 @ 12:00 PM
	Where: Galvez Landing, Perdido Key
	Who: 21+
	Why: Feeding the Gulf Coast Fundraiser
	How Much: $25
	Costume Contest: Dress to impress (or distress!)+ badass local Prizes
	Jam to local live music with us on the exclusive Spell Isle!


Chills, thrills & paddling spills! Grab your broomsticks, capes, and claws whether you're casting spells or howling at the sun, or playing in our games, this eerie adventure on the water is one you won't want to miss!

The Head Witches are gathering all of the ingredients for a WICKEDLY awesome party!! More details brewing soon  stay tuned & follow us on Facebook for detailed info, if you dare!","Galvez Landing- Innerarity Point, Perdido Key, Florida",2025-10-26T16:30:00+00:00,2025-10-26T23:00:00+00:00,https://business.perdidochamber.com/events/details/5th-annual-perdido-key-witches-werewolves-halloween-paddle-ride-39405,e.2644.39405,,,,https://business.perdidochamber.com/events/ical/5th-annual-perdido-key-witches-werewolves-halloween-paddle-ride-39405.ics,https://business.perdidochamber.com/events/details/5th-annual-perdido-key-witches-werewolves-halloween-paddle-ride-39405?calendarMonth=2025-10-01
Trunk or Treat,"You're Invited to Trunk or Treat at Green Line Arms! Get ready for a night of candy, costumes, and community fun! This year we're teaming up with some amazing partners to make it bigger and better than ever!



Green Line Arms   hosting the event + opening our Virtual Range with a Pumpkin Shooter Challenge and Zombie Survival Game!

Coastal Pop   mixing up spooky specialty sodas & Halloween treats!

Big Moose BBQ   serving up delicious food hot off the smoker!

Vet Cola Foundation   sharing their mission while supporting our local military families.

Plus: Trunk-to-trunk trick-or-treating, games for kids of all ages, and lots more spooky surprises to come! 



26 October - 4-7pm 

Green Line Arms   1350 S. Blue Angel Parkway 

FREE | Open to ALL families (with a special salute to our military and first responder community)

Grab your costumes, bring the kids, and join us for a safe & festive Halloween night!",1350 S. Blue Angel Parkway,2025-10-26T21:00:00+00:00,2025-10-27T00:00:00+00:00,https://business.perdidochamber.com/events/details/trunk-or-treat-39485,e.2644.39485,,,,https://business.perdidochamber.com/events/ical/trunk-or-treat-39485.ics,https://business.perdidochamber.com/events/details/trunk-or-treat-39485?calendarMonth=2025-10-01
"2025 Red, White, and Birdies Golf Scramble","Tee up for a great cause at the 2025 Red, White, and Birdies Golf Scramble, Presented by Printing Pros, a premier fundraising event supporting our military programs and initiatives through the Perdido Key Area Chamber's Military Appreciation Committee. 



Join the Perdido Key Area Chamber of Commerce on Monday, October 27th, at 10am for an afternoon of camaraderie and competition at the beautiful A.C. Read Golf Course on Naval Air Station, Pensacola. Enjoy a day on the greens while contributing to initiatives that benefit our local military community.



EVENT DETAILS: 

Location: A.C. Read Golf Course, NAS Pensacola, 1313 Duncan Road, Pensacola, FL

Date: Monday, October 27th

Time: Shotgun start at 10:00 a.m. (Lunch served at the turn)



Important Information: To gain access to A.C. Read Golf Course, all participants who do not have a military I.D. must complete the 5512 Security Form. Please download the form and complete and send it to Madelyn Bell, membership@perdidochamber.com by October 10th. Click here for the 5512 Security form.



PRICING: 


	Teams:

	
		Perdido Chamber Member Team: $500
		Military Team with I.D.: $400
		Non-Member Team: $600
	
	



	Individuals:

	
		Perdido Chamber Member Golfer: $125
		Military Golfer with I.D.: $100
		Non-Member Golfer: $150
	
	


For those looking to enhance their participation, a variety of sponsorship opportunities are available. Click here for sponsorship information.



Don't miss out on this chance to support a worthy cause while enjoying a day of golf with friends and colleagues. Sign up today!","A.C. Read Golf Course Naval Air Station Pensacola 1313 Duncan Road Pensacola, FL",2025-10-27T15:00:00+00:00,2025-10-27T20:00:00+00:00,https://business.perdidochamber.com/events/details/2025-red-white-and-birdies-golf-scramble-38249,e.2644.38249,,,,https://business.perdidochamber.com/events/ical/2025-red-white-and-birdies-golf-scramble-38249.ics,https://business.perdidochamber.com/events/details/2025-red-white-and-birdies-golf-scramble-38249?calendarMonth=2025-10-01
