title,description,location,start,end,url,uid,category,last_modified,created,source_ics,source_page,is_community_event,confidence,needs_review
Halloween at OWA,"Find frightful fun in Downtown OWA for a Halloween season full of candy, costumes, and more! Starting October 11th, join us on Saturdays and Sundays as Downtown OWA transforms into a spooktacular destination filled with thrilling events for all ages.



From an ALL-NEW Drone Show at HalGLOWeen to four-legged fun at Howl-O-Ween, there's something new to experience each week! Kids can enjoy trick-or-treating on select dates, while families and friends can gather for events like Monster Bash and Island BOOvie Nights.



Check out all the details: https://visitowa.com/halloween-at-owa/.



Save the dates below for a Halloween celebration that will leave you screaming for more!

 

Schedule of Events

Saturday, October 11th

	2:00pm-8:00pm:
	
		Howl-o-ween | Check out the details here: https://visitowa.com/halloween-at-owa/.
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
	
	
	4:00pm-7:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA

Sunday, October 12th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Halloweentown

Saturday, October 18th


	2:00pm-6:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Broom Stick Racing at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Live DJ music at the Splashpad
	
	
	2:00pm-9:00pm: Festive Marquee Light Photo Ops throughout Downtown OWA
	6:00pm-9:00pm: HalGLOWeen & Drone Show in Downtown OWA | Check out the details here: https://visitowa.com/halgloween-drone-show/.

Sunday, October 19th


	4:00pm-7:00pm: 

	
		Kids Activities:
		
			Pumpkin Tic-Tac-Toe at the Splashpad
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Native Treasures Alcove
		
		
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Hocus Pocus

Saturday, October 25th | Trick-or-Treating


	11:00 am-9:00 pm: Monster Bash in Downtown OWA | Check out the details here: https://visitowa.com/monster-bash/.
	1:00pm-9:00pm: Kids Activities:
	
		DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
		Ghost Hunt at the Waffles R Wild Alcove
		Witch Hat Ring Toss at the Native Treasures Alcove
	
	
	4:00pm-7:00pm:
	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	

Sunday, October 26th | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Creative Cruiser Pumpkin Decorating at the Splashpad
		
		
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA
	
	
	6:00 pm: Island BOOvie Night: Double Double Toil and Trouble

Thursday, October 31st | Trick-or-Treating


	4:00pm-7:00pm:

	
		Free Trick-or-Treating throughout Downtown OWA | Participating businesses in Downtown OWA will be marked on their windows. **While supplies last**
		Kids Activities:
		
			DIY Trick-or-Treat Bag at the Sweet Tooth Flowerbed
			Ghost Hunt at the Waffles R Wild Alcove
			Witch Hat Ring Toss at the Natie Treasures Alcove
		
		
		Live DJ music at the Splashpad
		Characters Trick-or-Treat Stations throughout Downtown OWA
		Festive Marquee Light Photo Ops throughout Downtown OWA",Downtown OWA,2025-10-26,2025-10-27,https://business.perdidochamber.com/events/details/halloween-at-owa-10-26-2025-39477,e.2644.39477,,,,https://business.perdidochamber.com/events/ical/halloween-at-owa-10-26-2025-39477.ics,https://business.perdidochamber.com/events/details/halloween-at-owa-10-26-2025-39477?calendarMonth=2025-10-01,1.0,0.9896135808582285,False
5th Annual Perdido Key Witches & Werewolves Halloween Paddle Ride,"Save the Date, Spooky Paddlers! ?? ???? ??

The most exciting recreational community fundraising event on the Key is back!

Join us for the 5th Annual Witches & Werewolves Halloween Paddle Ride & Bar Crawl   a wickedly fun paddle route turned Halloween tradition in Perdido Key!

 


	When: Sunday, October 26 @ 12:00 PM
	Where: Galvez Landing, Perdido Key
	Who: 21+
	Why: Feeding the Gulf Coast Fundraiser
	How Much: $25
	Costume Contest: Dress to impress (or distress!)+ badass local Prizes
	Jam to local live music with us on the exclusive Spell Isle!


Chills, thrills & paddling spills! Grab your broomsticks, capes, and claws whether you're casting spells or howling at the sun, or playing in our games, this eerie adventure on the water is one you won't want to miss!

The Head Witches are gathering all of the ingredients for a WICKEDLY awesome party!! More details brewing soon  stay tuned & follow us on Facebook for detailed info, if you dare!","Galvez Landing- Innerarity Point, Perdido Key, Florida",2025-10-26T16:30:00+00:00,2025-10-26T23:00:00+00:00,https://business.perdidochamber.com/events/details/5th-annual-perdido-key-witches-werewolves-halloween-paddle-ride-39405,e.2644.39405,,,,https://business.perdidochamber.com/events/ical/5th-annual-perdido-key-witches-werewolves-halloween-paddle-ride-39405.ics,https://business.perdidochamber.com/events/details/5th-annual-perdido-key-witches-werewolves-halloween-paddle-ride-39405?calendarMonth=2025-10-01,1.0,0.9788575833027754,False
Trunk or Treat,"You're Invited to Trunk or Treat at Green Line Arms! Get ready for a night of candy, costumes, and community fun! This year we're teaming up with some amazing partners to make it bigger and better than ever!



Green Line Arms   hosting the event + opening our Virtual Range with a Pumpkin Shooter Challenge and Zombie Survival Game!

Coastal Pop   mixing up spooky specialty sodas & Halloween treats!

Big Moose BBQ   serving up delicious food hot off the smoker!

Vet Cola Foundation   sharing their mission while supporting our local military families.

Plus: Trunk-to-trunk trick-or-treating, games for kids of all ages, and lots more spooky surprises to come! 



26 October - 4-7pm 

Green Line Arms   1350 S. Blue Angel Parkway 

FREE | Open to ALL families (with a special salute to our military and first responder community)

Grab your costumes, bring the kids, and join us for a safe & festive Halloween night!",1350 S. Blue Angel Parkway,2025-10-26T21:00:00+00:00,2025-10-27T00:00:00+00:00,https://business.perdidochamber.com/events/details/trunk-or-treat-39485,e.2644.39485,,,,https://business.perdidochamber.com/events/ical/trunk-or-treat-39485.ics,https://business.perdidochamber.com/events/details/trunk-or-treat-39485?calendarMonth=2025-10-01,1.0,0.9788536647334555,False
Music Bingo at Lillian's Pizza,"Kick off your weekend early with Music Bingo by Team Trivia every Monday at Lillian's Pizza! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!","Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",2025-10-28T00:00:00+00:00,2025-10-28T02:00:00+00:00,https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-10-27-2025-39367,e.2644.39367,,,,https://business.perdidochamber.com/events/ical/music-bingo-at-lillian-s-pizza-10-27-2025-39367.ics,https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-10-27-2025-39367?calendarMonth=2025-10-01,1.0,0.978881748534253,False
Team Trivia at Perdido Key Sports Bar,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Tuesday at Perdido Key Sports Bar! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!","Perdido Key Sports Bar & Restaurant 13583 Perdido Key Drive, Pensacola 32507",2025-10-29T00:00:00+00:00,2025-10-29T02:00:00+00:00,https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-10-28-2025-39125,e.2644.39125,,,,https://business.perdidochamber.com/events/ical/team-trivia-at-perdido-key-sports-bar-10-28-2025-39125.ics,https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-10-28-2025-39125?calendarMonth=2025-10-01,1.0,0.9788666679466308,False
Women Mean Business Sunset Sail 2025,"Presented by Sail Wild Hearts & Women Mean Business 

Ladies, let's sail into the sunset together! Join us on Wednesday, October 29th from 4:45 6:45 PM for an exclusive evening aboard Wild Hearts, a 53-ft. sailing catamaran. With room for 49 guests, it's the perfect way to unwind, connect, and enjoy breathtaking Gulf views with fellow Perdido Chamber ladies.



The sail is generously donated by Sail Wild Hearts. Ticket fees help cover refreshments and gratuity for their incredible crew!



Location: Sail Wild Hearts, 27101 Perdido Beach Blvd, Orange Beach (across from Perdido Beach Resort)

On Board: Light snacks will be provided. You're welcome to bring your favorite beverages and small cooler (no glass).

Tickets: $25 Chamber Members | $40 Non-Members

Deadline: Space is limited. Reserve your spot by October 22nd!



This is more than just a cruise it's an opportunity to relax, mingle, and share an unforgettable evening on the water with the Women Mean Business Committee. Secure your spot today and join us for sunset views, laughter, and great company!

 






*All ticket sales are final and tickets are non-refundable. The Perdido Key Area Chamber of Commerce will not be responsible for reselling tickets if you are unable to attend. 



*By attending this event, you consent to photography, video recording, and its/their release, publication, or reproduction to be used by the Perdido Key Area Chamber of Commerce for promotional purposes, including on social media, websites, and other marketing materials.","WILD HEARTS is located in Orange Beach, Alabama directly across the street from Perdido Beach Resort 27101 Perdido Beach Blvd. (Hwy 182) We are docked on the north side of the highway on Cotton Bayou directly across the street from the Perdido Beach Resort. Just look for the signs directing you to the parking area and look for the tall mast on our bright yellow catamaran.",2025-10-29T21:45:00+00:00,2025-10-29T23:45:00+00:00,https://business.perdidochamber.com/events/details/women-mean-business-sunset-sail-2025-39457,e.2644.39457,,,,https://business.perdidochamber.com/events/ical/women-mean-business-sunset-sail-2025-39457.ics,https://business.perdidochamber.com/events/details/women-mean-business-sunset-sail-2025-39457?calendarMonth=2025-10-01,1.0,0.6487963782538454,True
Team Trivia at Lillian's Pizza,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Wednesday at Lillian's Pizza! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!","Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",2025-10-30T00:00:00+00:00,2025-10-30T02:00:00+00:00,https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-10-29-2025-39389,e.2644.39389,,,,https://business.perdidochamber.com/events/ical/team-trivia-at-lillian-s-pizza-10-29-2025-39389.ics,https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-10-29-2025-39389?calendarMonth=2025-10-01,1.0,0.9850716303791992,False
Buzz Runners,"All are welcome, no matter your pace! Whether you're a speedy sprinter, steady jogger, or happy walker, this is the perfect way to get outside, meet new friends, and kick off your evening right.

 

Join us for a relaxed 5K run/walk, then stick around for good vibes, cold drinks, and $1 off pints after the run!",Beach Buzz 12700 Gulf Beach Highway,2025-10-30T22:30:00+00:00,2025-10-30T23:30:00+00:00,https://business.perdidochamber.com/events/details/buzz-runners-10-30-2025-39493,e.2644.39493,,,,https://business.perdidochamber.com/events/ical/buzz-runners-10-30-2025-39493.ics,https://business.perdidochamber.com/events/details/buzz-runners-10-30-2025-39493?calendarMonth=2025-10-01,1.0,0.978860580376362,False
Music Bingo at Perdido Key Sports Bar,"Kick off your weekend early with Music Bingo by Team Trivia every Thursday at Perdido Key Sports Bar! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",Perdido Key Sports Bar & Restaurant,2025-10-31T00:00:00+00:00,2025-10-31T02:00:00+00:00,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-10-30-2025-39346,e.2644.39346,,,,https://business.perdidochamber.com/events/ical/music-bingo-at-perdido-key-sports-bar-10-30-2025-39346.ics,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-10-30-2025-39346?calendarMonth=2025-10-01,1.0,0.9788971657339492,False
Flora-Bama Halloween Costume Contest,"Come in your Halloween digs and get in FREE! We love a good excuse to dress up, so hop on your broom sticks and come in your most elaborate costume.  With cash prizes, tons of people come to join in the annual Halloween costume contest! Details on the event are below. 

1st Place - $600

2nd Place - $500

3rd Place - $400","Flora-Bama Lounge Package & Oyster Bar 17401 Perdido Key Dr. Perdido Key, FL. 32507",2025-10-31,2025-11-01,https://business.perdidochamber.com/events/details/flora-bama-halloween-costume-contest-38846,e.2644.38846,,,,https://business.perdidochamber.com/events/ical/flora-bama-halloween-costume-contest-38846.ics,https://business.perdidochamber.com/events/details/flora-bama-halloween-costume-contest-38846?calendarMonth=2025-10-01,1.0,0.9788954762149784,False
Music Bingo at Lillian's Pizza,"Kick off your weekend early with Music Bingo by Team Trivia every Monday at Lillian's Pizza! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!","Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",2025-11-04T01:00:00+00:00,2025-11-04T03:00:00+00:00,https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-11-03-2025-39368,e.2644.39368,,,,https://business.perdidochamber.com/events/ical/music-bingo-at-lillian-s-pizza-11-03-2025-39368.ics,https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-11-03-2025-39368?calendarMonth=2025-11-01,1.0,0.978881748534253,False
Team Trivia at Perdido Key Sports Bar,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Tuesday at Perdido Key Sports Bar! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!","Perdido Key Sports Bar & Restaurant 13583 Perdido Key Drive, Pensacola 32507",2025-11-05T01:00:00+00:00,2025-11-05T03:00:00+00:00,https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-11-04-2025-39126,e.2644.39126,,,,https://business.perdidochamber.com/events/ical/team-trivia-at-perdido-key-sports-bar-11-04-2025-39126.ics,https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-11-04-2025-39126?calendarMonth=2025-11-01,1.0,0.9788666679466308,False
Team Trivia at Lillian's Pizza,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Wednesday at Lillian's Pizza! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!","Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",2025-11-06T01:00:00+00:00,2025-11-06T03:00:00+00:00,https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-11-05-2025-39390,e.2644.39390,,,,https://business.perdidochamber.com/events/ical/team-trivia-at-lillian-s-pizza-11-05-2025-39390.ics,https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-11-05-2025-39390?calendarMonth=2025-11-01,1.0,0.9850716303791992,False
41st Annual Frank Brown Songwriters Festival,Join us for the best 11 days on the FL/AL Gulf Coast! Hall of Fame and Grammy Award Songwriters share the stories behind the songs!!,Multiple venues on the FL/AL Gulf Coast,2025-11-06,2025-11-17,https://business.perdidochamber.com/events/details/41st-annual-frank-brown-songwriters-festival-39403,e.2644.39403,,,,https://business.perdidochamber.com/events/ical/41st-annual-frank-brown-songwriters-festival-39403.ics,https://business.perdidochamber.com/events/details/41st-annual-frank-brown-songwriters-festival-39403?calendarMonth=2025-11-01,1.0,0.9886998452272339,False
The 41st Annual Frank Brown International Songwriters' Festival,"The 41st annual Frank Brown International Songwriters' Festival will feature more than 200 nationally acclaimed songwriters in venues along the Florida / Alabama Gulf Coast from November 6th - 16th, 2025.  The festival is an opportunity for seasoned and aspiring songwriters and musicians from all over the world to have their songs heard, and for the public to learn the stories behind the lyrics that only the song's author can express.  During this exciting eleven day festival, performers will be hosted in over two dozen venues along the FL/AL Gulf Coast.",AL/FL Gulf Coast - in over two dozen venues.,2025-11-06T18:00:00+00:00,2025-11-17T03:00:00+00:00,https://business.perdidochamber.com/events/details/the-41st-annual-frank-brown-international-songwriters-festival-39690,e.2644.39690,,,,https://business.perdidochamber.com/events/ical/the-41st-annual-frank-brown-international-songwriters-festival-39690.ics,https://business.perdidochamber.com/events/details/the-41st-annual-frank-brown-international-songwriters-festival-39690?calendarMonth=2025-11-01,1.0,0.8676711576046476,False
Buzz Runners,"All are welcome, no matter your pace! Whether you're a speedy sprinter, steady jogger, or happy walker, this is the perfect way to get outside, meet new friends, and kick off your evening right.

 

Join us for a relaxed 5K run/walk, then stick around for good vibes, cold drinks, and $1 off pints after the run!",Beach Buzz 12700 Gulf Beach Highway,2025-11-06T23:30:00+00:00,2025-11-07T00:30:00+00:00,https://business.perdidochamber.com/events/details/buzz-runners-11-06-2025-39494,e.2644.39494,,,,https://business.perdidochamber.com/events/ical/buzz-runners-11-06-2025-39494.ics,https://business.perdidochamber.com/events/details/buzz-runners-11-06-2025-39494?calendarMonth=2025-11-01,1.0,0.978860580376362,False
Music Bingo at Perdido Key Sports Bar,"Kick off your weekend early with Music Bingo by Team Trivia every Thursday at Perdido Key Sports Bar! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",Perdido Key Sports Bar & Restaurant,2025-11-07T01:00:00+00:00,2025-11-07T03:00:00+00:00,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-11-06-2025-39347,e.2644.39347,,,,https://business.perdidochamber.com/events/ical/music-bingo-at-perdido-key-sports-bar-11-06-2025-39347.ics,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-11-06-2025-39347?calendarMonth=2025-11-01,1.0,0.9788971657339492,False
Star Spangled Sail Veteran's Day Boat Parade,"Set sail for a patriotic celebration on the water! Join us for the first Perdido Key Veterans Day Boat Parade   Star Spangled Sail as we honor our nation's heroes with a festive day on the waves.



Decorate your boats in red, white, and blue and cruise along the Perdido Key waterways to showcase your creativity and spirit. The parade will kick off at 1:00 PM from Sunset Grille, with decorated boats traveling along the route for spectators to enjoy from multiple viewing spots around Perdido Key. The parade will end at Flora-Bama's Ole River Grill with an after-party!



Special local guest judges will be on hand to select the Best Decorated Boat, with prizes awarded for the standout designs. Whether you're on the water or watching from shore, it's a celebration you won't want to miss!



Flotilla Viewing Locations & Route 

- Sunset Grille 

- Oyster Bar 

- Entertainer Bait & Tackle | Jaime's Local Seafood Shack 

- Bushwacker's Landing 

- Hub Stacey's at the Point & Galvez Landing 

- Innerarity Point Park 

- Perdido Key Dog Park

- Flora-Bama Yacht Club & Ole River Grill",Set Sail from Sunset Grille at 1:00PM After Party at Flora-Bama Ole River Grille at 3:00PM,2025-11-09T19:00:00+00:00,2025-11-09T21:00:00+00:00,https://business.perdidochamber.com/events/details/star-spangled-sail-veteran-s-day-boat-parade-39406,e.2644.39406,,,,https://business.perdidochamber.com/events/ical/star-spangled-sail-veteran-s-day-boat-parade-39406.ics,https://business.perdidochamber.com/events/details/star-spangled-sail-veteran-s-day-boat-parade-39406?calendarMonth=2025-11-01,1.0,0.9943154683216943,False
Music Bingo at Lillian's Pizza,"Kick off your weekend early with Music Bingo by Team Trivia every Monday at Lillian's Pizza! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!","Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",2025-11-11T01:00:00+00:00,2025-11-11T03:00:00+00:00,https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-11-10-2025-39369,e.2644.39369,,,,https://business.perdidochamber.com/events/ical/music-bingo-at-lillian-s-pizza-11-10-2025-39369.ics,https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-11-10-2025-39369?calendarMonth=2025-11-01,1.0,0.978881748534253,False
Team Trivia at Perdido Key Sports Bar,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Tuesday at Perdido Key Sports Bar! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!","Perdido Key Sports Bar & Restaurant 13583 Perdido Key Drive, Pensacola 32507",2025-11-12T01:00:00+00:00,2025-11-12T03:00:00+00:00,https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-11-11-2025-39127,e.2644.39127,,,,https://business.perdidochamber.com/events/ical/team-trivia-at-perdido-key-sports-bar-11-11-2025-39127.ics,https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-11-11-2025-39127?calendarMonth=2025-11-01,1.0,0.9788666679466308,False
Team Trivia at Lillian's Pizza,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Wednesday at Lillian's Pizza! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!","Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",2025-11-13T01:00:00+00:00,2025-11-13T03:00:00+00:00,https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-11-12-2025-39391,e.2644.39391,,,,https://business.perdidochamber.com/events/ical/team-trivia-at-lillian-s-pizza-11-12-2025-39391.ics,https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-11-12-2025-39391?calendarMonth=2025-11-01,1.0,0.9850716303791992,False
Buzz Runners,"All are welcome, no matter your pace! Whether you're a speedy sprinter, steady jogger, or happy walker, this is the perfect way to get outside, meet new friends, and kick off your evening right.

 

Join us for a relaxed 5K run/walk, then stick around for good vibes, cold drinks, and $1 off pints after the run!",Beach Buzz 12700 Gulf Beach Highway,2025-11-13T23:30:00+00:00,2025-11-14T00:30:00+00:00,https://business.perdidochamber.com/events/details/buzz-runners-11-13-2025-39495,e.2644.39495,,,,https://business.perdidochamber.com/events/ical/buzz-runners-11-13-2025-39495.ics,https://business.perdidochamber.com/events/details/buzz-runners-11-13-2025-39495?calendarMonth=2025-11-01,1.0,0.978860580376362,False
Music Bingo at Perdido Key Sports Bar,"Kick off your weekend early with Music Bingo by Team Trivia every Thursday at Perdido Key Sports Bar! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",Perdido Key Sports Bar & Restaurant,2025-11-14T01:00:00+00:00,2025-11-14T03:00:00+00:00,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-11-13-2025-39348,e.2644.39348,,,,https://business.perdidochamber.com/events/ical/music-bingo-at-perdido-key-sports-bar-11-13-2025-39348.ics,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-11-13-2025-39348?calendarMonth=2025-11-01,1.0,0.9788971657339492,False
Music Bingo at Lillian's Pizza,"Kick off your weekend early with Music Bingo by Team Trivia every Monday at Lillian's Pizza! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!","Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",2025-11-18T01:00:00+00:00,2025-11-18T03:00:00+00:00,https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-11-17-2025-39370,e.2644.39370,,,,https://business.perdidochamber.com/events/ical/music-bingo-at-lillian-s-pizza-11-17-2025-39370.ics,https://business.perdidochamber.com/events/details/music-bingo-at-lillian-s-pizza-11-17-2025-39370?calendarMonth=2025-11-01,1.0,0.978881748534253,False
Team Trivia at Perdido Key Sports Bar,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Tuesday at Perdido Key Sports Bar! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!","Perdido Key Sports Bar & Restaurant 13583 Perdido Key Drive, Pensacola 32507",2025-11-19T01:00:00+00:00,2025-11-19T03:00:00+00:00,https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-11-18-2025-39128,e.2644.39128,,,,https://business.perdidochamber.com/events/ical/team-trivia-at-perdido-key-sports-bar-11-18-2025-39128.ics,https://business.perdidochamber.com/events/details/team-trivia-at-perdido-key-sports-bar-11-18-2025-39128?calendarMonth=2025-11-01,1.0,0.9788666679466308,False
Team Trivia at Lillian's Pizza,"Think you have what it takes to be crowned the trivia master? Join us for Team Trivia every Wednesday at Lillian's Pizza! It's FREE to play, and there are great prizes for the top 3 winning teams. Come early, grab dinner or drinks, and enjoy a fun evening with friends. We start at 7 PM see you there!","Lillian's Pizza 14514 Perdido Key Drive, Pensacola 32507 850-492-0131",2025-11-20T01:00:00+00:00,2025-11-20T03:00:00+00:00,https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-11-19-2025-39392,e.2644.39392,,,,https://business.perdidochamber.com/events/ical/team-trivia-at-lillian-s-pizza-11-19-2025-39392.ics,https://business.perdidochamber.com/events/details/team-trivia-at-lillian-s-pizza-11-19-2025-39392?calendarMonth=2025-11-01,1.0,0.9850716303791992,False
Buzz Runners,"All are welcome, no matter your pace! Whether you're a speedy sprinter, steady jogger, or happy walker, this is the perfect way to get outside, meet new friends, and kick off your evening right.

 

Join us for a relaxed 5K run/walk, then stick around for good vibes, cold drinks, and $1 off pints after the run!",Beach Buzz 12700 Gulf Beach Highway,2025-11-20T23:30:00+00:00,2025-11-21T00:30:00+00:00,https://business.perdidochamber.com/events/details/buzz-runners-11-20-2025-39496,e.2644.39496,,,,https://business.perdidochamber.com/events/ical/buzz-runners-11-20-2025-39496.ics,https://business.perdidochamber.com/events/details/buzz-runners-11-20-2025-39496?calendarMonth=2025-11-01,1.0,0.978860580376362,False
Music Bingo at Perdido Key Sports Bar,"Kick off your weekend early with Music Bingo by Team Trivia every Thursday at Perdido Key Sports Bar! We'll be spinning hits from the 60s to the 2000s covering all your favorite genres. It's FREE to play, and we've got prizes for every winner! Come early, grab some dinner or drinks, and enjoy a fun night of music and good vibes. We start at 7 PM see you there!",Perdido Key Sports Bar & Restaurant,2025-11-21T01:00:00+00:00,2025-11-21T03:00:00+00:00,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-11-20-2025-39349,e.2644.39349,,,,https://business.perdidochamber.com/events/ical/music-bingo-at-perdido-key-sports-bar-11-20-2025-39349.ics,https://business.perdidochamber.com/events/details/music-bingo-at-perdido-key-sports-bar-11-20-2025-39349?calendarMonth=2025-11-01,1.0,0.9788971657339492,False
